org_id remap_id freebase_id
1908 0 13880
928 2 14544
1662 4 10928
1434 5 10594
2264 6 8331
273 7 3461
1184 8 13057
2256 9 7578
173 10 9513
1645 11 3046
1121 13 6126
2007 15 271
567 19 3115
1593 20 13371
2405 21 12389
40 22 3050
2535 23 7682
576 24 8068
944 28 9633
2132 29 2042
420 30 6741
1035 32 11238
1070 33 4596
1055 34 14453
933 35 13143
695 39 5930
1061 41 8194
1244 42 13804
3050 44 4351
39 49 6290
2320 50 2435
3001 51 3284
2187 52 10285
158 54 13131
1351 55 13691
2061 56 2161
575 57 11015
1525 60 5572
676 61 4334
1207 63 4419
718 64 3404
2259 65 4164
2932 66 7058
1302 67 4672
1926 68 7450
3184 71 9751
2048 72 10933
278 73 9858
2291 74 10092
3127 75 3164
3246 77 8838
2702 81 11528
2589 84 11359
1441 86 1985
1458 87 7742
2573 88 12332
2191 89 9591
2101 90 3718
801 92 3587
180 93 13291
2269 94 7451
1922 95 6225
463 96 6400
2190 97 14335
1199 98 4753
2188 101 8347
1503 103 5950
2176 106 11380
3107 107 807
254 109 14118
2943 110 6078
2430 113 7312
554 115 1733
1867 116 9885
1918 117 2104
1136 118 10803
411 120 5444
259 121 11810
551 122 3448
2999 123 2703
2590 125 12378
295 127 1848
2982 128 4084
728 129 6804
1921 130 6644
563 131 4067
457 134 1522
168 135 12753
16 137 8503
1187 139 4548
2107 140 919
3099 141 5129
945 143 3605
462 144 12295
2254 145 7794
57 146 11864
1479 150 4023
29 152 5614
17 153 13481
2032 155 1344
1526 156 5
253 158 13460
2447 159 11069
1835 161 10326
2452 162 8131
446 163 3626
2112 164 12711
2961 167 12656
2105 168 13100
1465 169 10852
2308 170 12688
2687 171 10393
3144 173 5766
2785 176 6177
2356 178 1013
1472 179 903
1846 181 13580
1754 182 7862
2649 183 5497
2528 185 14042
2123 186 7659
555 188 14680
1447 189 8368
1476 190 4793
255 192 4892
868 193 10510
2111 194 12222
1018 196 5414
580 197 11389
160 198 218
1797 200 11142
2166 201 4925
1309 203 5923
1840 204 2501
2339 206 12643
193 208 5566
716 210 987
1480 213 1780
1191 214 875
346 215 7254
1023 216 14088
1032 217 2968
2865 218 1935
585 219 13183
2408 220 1472
2656 222 7601
1794 223 2313
1517 226 4818
1856 227 8573
3114 229 9171
42 230 5170
1356 235 2451
2672 236 8890
1105 237 4244
261 238 9531
2818 241 8060
313 243 12476
2394 244 12037
1765 246 8589
2036 247 4649
1015 251 13064
1459 252 7744
309 254 13485
2697 256 8130
3225 257 7275
2925 258 12905
2142 259 10361
267 263 6232
116 264 11270
1911 265 10268
1463 267 4359
2683 268 3074
3058 269 5590
2136 270 14077
1071 271 6687
1221 273 10437
559 275 11944
2181 277 4369
1523 279 2870
2864 283 11446
196 284 2995
2194 285 12434
2859 286 7463
2791 288 7376
2 289 9466
1456 290 2851
2463 291 13129
592 292 10704
2942 293 12714
2805 294 6408
708 295 1813
1130 296 13500
2665 297 3781
2026 298 11347
1960 301 9655
2402 302 7839
2122 303 3160
2043 304 1820
1861 305 1400
1881 306 6906
1208 308 9792
1087 309 11098
1367 310 8447
2645 311 772
1365 312 10457
1028 313 5597
2018 314 3691
1809 316 9609
1200 318 11313
3065 319 10028
3215 320 9421
3039 321 3817
1142 323 10520
2428 324 2762
147 330 13418
2594 332 4177
2167 333 6434
1882 334 5192
1501 337 8728
1041 338 13446
3198 339 6821
165 340 2088
858 341 7212
297 343 5142
1749 344 726
2800 346 6871
1598 347 5420
416 349 11723
1457 350 2335
1764 351 11024
1386 352 803
1814 353 13203
2292 354 10319
1791 355 7039
556 356 8050
1346 358 11288
354 359 4869
2567 360 6198
2975 361 1087
1212 363 13170
2359 364 13047
2537 365 2469
532 369 8474
199 370 1117
423 371 101
2847 372 14358
1330 373 10153
872 374 13180
3194 375 4736
520 377 1918
1358 378 3048
393 379 5421
126 381 9560
1869 382 1483
1658 383 5727
2462 384 14322
3046 387 7694
2438 389 1307
1613 391 1376
1468 393 6446
1733 394 14238
1475 395 9201
530 396 14157
586 397 9604
2203 398 4670
1382 399 12367
198 400 6650
3005 401 1983
692 402 1904
809 404 9965
425 405 3631
2153 409 11163
1793 410 13297
2967 412 5492
2927 420 12297
2124 421 13178
2770 422 13540
480 423 11803
2331 424 6978
524 425 11598
2457 426 7558
1954 427 177
3071 428 9277
2669 430 1470
1831 431 3043
2533 434 13196
3177 435 12435
1758 439 6749
121 440 9778
2811 441 13412
1231 442 8679
2695 443 11361
1111 445 1576
3120 446 5430
2809 447 3852
1956 448 11178
2010 450 9492
2288 451 283
3130 453 10473
1203 455 13025
1876 457 8552
3118 458 9501
1093 459 7790
2152 463 8291
2680 467 8518
873 468 10070
130 469 9360
787 470 12338
1884 471 5205
135 474 3061
8 475 10171
424 477 7342
1079 478 11682
2432 479 14170
2840 480 2821
2711 482 13553
2009 483 8897
1953 484 14439
1713 488 14051
2826 489 5460
1124 491 9291
1120 494 7107
3067 495 2594
156 496 13295
1314 497 2578
3097 499 2022
1082 500 11513
2691 501 13575
132 503 2519
1060 504 11478
290 506 4178
1037 507 11398
1490 508 12552
1487 509 728
2718 510 8879
1470 511 1634
2412 512 2569
157 513 10344
1094 514 8962
1069 515 2380
1339 516 2861
296 517 7638
1886 519 10330
1599 522 10003
1446 524 10271
2549 525 1993
1604 527 9049
3174 528 10207
539 529 8215
2205 531 5768
2721 532 5675
1241 534 10454
2421 535 4336
1355 536 433
2012 537 7118
2040 540 8692
1756 541 7401
2983 542 8483
2763 543 10178
337 545 3732
2441 546 873
957 547 1178
2302 548 10142
1508 549 7805
2398 550 4599
2410 551 1431
2699 552 8270
2304 555 4752
849 557 12718
2866 558 2731
317 559 2574
452 560 630
1906 561 14267
2472 562 5966
1021 566 1136
1246 568 3253
938 571 9644
1295 573 8916
1731 575 4488
802 576 9054
2182 577 11353
3208 578 11094
467 579 6619
835 580 13097
139 581 12180
2658 582 286
1036 587 13061
49 590 9031
2814 592 11147
407 594 5806
145 596 6810
1097 601 4006
2558 604 11509
2051 605 3071
548 608 390
166 609 9143
2668 610 11042
599 611 12590
2552 613 4261
1839 614 2552
731 616 9880
36 617 8096
2955 618 135
2977 619 8744
2920 620 9672
1805 623 13919
154 625 7097
12 626 12726
2276 627 10116
2824 628 4756
2097 629 10098
153 630 355
266 631 4028
2354 632 11093
2202 634 6527
1588 635 4817
33 636 2226
2928 638 3530
2353 639 4508
2406 640 12011
2278 641 933
2047 642 7982
2293 643 11784
2774 646 654
587 647 1828
3055 648 13567
829 650 12240
3112 652 8323
1620 653 13271
2779 656 12004
2981 657 4434
456 658 12995
2169 659 1455
2471 662 95
2526 663 5143
1311 664 14054
528 666 4406
949 668 13586
3133 670 13651
350 672 9907
1853 673 2396
2993 676 7044
1353 679 2362
353 681 10887
2985 682 2869
1735 683 12881
3088 685 7073
2295 686 13565
2427 688 3364
1880 694 3687
1031 695 12311
1453 696 2267
2289 697 4346
2449 698 14175
419 699 5094
2031 700 10416
2477 702 4636
1631 703 13086
3259 706 11757
2049 707 12956
824 709 4184
785 712 5945
2584 713 12211
2565 714 11526
1495 715 2610
1128 716 8841
1376 717 6167
1941 719 1656
913 720 12203
2653 721 2311
2953 722 6637
1374 725 3021
1190 727 5202
1595 728 2360
2137 730 10358
1717 731 13890
2459 733 9029
1659 734 254
1707 736 8514
286 739 9131
2141 740 5954
1632 741 7415
2677 742 3325
1719 743 1647
1253 744 12723
724 746 3533
2057 748 5150
458 749 379
1644 750 8147
1127 752 11531
2523 754 13289
2184 755 12409
38 759 4843
1759 760 13052
2140 762 12587
1623 766 10022
2710 767 4791
191 773 9749
837 774 8289
2313 775 9092
875 776 13303
930 778 3750
34 779 13785
2564 781 5886
1529 782 14027
3148 785 9355
1131 786 12810
3119 787 13469
1792 790 14378
3199 793 4493
319 794 5686
2281 798 4197
45 799 10801
298 800 3823
834 801 2820
1486 802 9908
2034 803 6813
1887 805 9030
1183 806 14300
1296 808 592
720 810 11381
1214 811 900
800 817 458
2173 818 293
2262 819 2518
1347 821 2225
1498 822 6377
2312 823 6506
2986 824 9321
2720 826 9178
818 828 8775
2979 829 191
2435 830 10131
1225 831 9482
2775 832 1085
1665 833 9850
481 834 13826
2707 836 7293
1619 837 14601
2802 838 12463
433 839 3730
1666 840 1617
2638 843 7472
1929 845 2946
1049 846 10309
3136 847 12410
2253 848 6838
2782 850 13415
3068 853 8001
122 854 7786
519 855 4168
7 858 7940
2525 859 2572
1744 860 6843
